Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,s,2.5746408000122756,12.57058670000697,None,,,,,,,,,,,,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,12.57058670000697,None,2,0,15.328767300001346,None,"['1', '2']",1,"[0.6478587000019616, 0.8543528000009246]",15.328767300001346,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,2,0,16.374976599996444,None,"['3', '1']",1,"[0.22116329999698792, 0.2664370999991661]",16.374976599996444,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,2,0,16.77449169999454,None,"['2', '3']",1,"[-0.03624940000008792, 0.1194470999907935]",16.77449169999454,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,1,1,17.032620800004224,None,['1'],1,[0.02036190000944771],17.032620800004224,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,2,0,17.172872199997073,None,"['2', '3']",1,"[-0.03587649999826681, 0.0840065000083996]",17.172872199997073,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,1,1,17.440899000008358,None,['1'],1,[-0.025129199988441542],17.440899000008358,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,1,1,17.58291100000497,None,['2'],1,[-0.06168309999338817],17.58291100000497,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,1,1,17.709015700005693,None,['3'],0,[-0.07191719999536872],17.709015700005693,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_2.xlsx,26:52,1,['2'],2,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMTstop-control_1_2.png,TMT_Control,2,26,0,1,1,1,0,0,0,0,,,,,,,0,0,63.52911599999934,None,None,0,,63.52911599999934,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_3.xlsx,52:78,1,['2'],2,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMTstop-control_1_3.png,TMT_Control,3,51,0,2,2,2,0,0,0,0,,,,,,,0,0,63.662449333332674,None,None,0,,63.662449333332674,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
TMTstop-Control_1_4.xlsx,78:104,1,['2'],2,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMTstop-control_1_4.png,TMT_Control,4,76,0,3,3,3,0,0,0,0,,,,,,,0,0,63.79578266666601,None,None,0,,63.79578266666601,None,,001,2022_May_10_1102,TMT_fmri,2021.2.3,None,
