NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.464022636413574,11.464022636413574,0.0,,'1',0.4760527014732361,0.4760527014732361,0.0,11.464022636413574,11.464022636413574,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,12.031633377075195,12.031633377075195,0.0,,'2',0.2970483899116516,0.2970483899116516,0.0,12.031633377075195,12.031633377075195,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,12.431559562683105,12.431559562683105,0.0,,'3',0.4051178991794586,0.4051178991794586,0.0,12.431559562683105,12.431559562683105,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,12.931917190551758,12.931917190551758,0.0,,'1',0.07118850201368332,0.07118850201368332,0.0,12.931917190551758,12.931917190551758,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.098750114440918,13.098750114440918,0.0,,'2',0.3240875005722046,0.3240875005722046,0.0,13.098750114440918,13.098750114440918,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,13.515571594238281,13.515571594238281,0.0,,'3',0.28469449281692505,0.28469449281692505,0.0,13.515571594238281,13.515571594238281,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,13.898940086364746,13.898940086364746,0.0,,'1',0.04281679913401604,0.04281679913401604,0.0,13.898940086364746,13.898940086364746,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.032367706298828,14.032367706298828,0.0,,'3',0.0848952978849411,0.0848952978849411,0.0,14.032367706298828,14.032367706298828,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.199070930480957,14.199070930480957,0.0,,'2',0.08623190224170685,0.08623190224170685,0.0,14.199070930480957,14.199070930480957,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,14.415821075439453,14.415821075439453,0.0,,'3',0.2501868009567261,0.2501868009567261,0.0,14.415821075439453,14.415821075439453,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,14.766069412231445,14.766069412231445,0.0,,'1',0.003545499872416258,0.003545499872416258,0.0,14.766069412231445,14.766069412231445,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,14.866148948669434,14.866148948669434,0.0,,'2',0.4188345968723297,0.4188345968723297,0.0,14.866148948669434,14.866148948669434,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,15.382941246032715,15.382941246032715,0.0,,'3',0.08276990056037903,0.08276990056037903,0.0,15.382941246032715,15.382941246032715,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1503
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.8431869172161
