NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,14.874361038208008,14.874361038208008,0.0,,'1',2.306351900100708,2.306351900100708,0.0,14.874361038208008,14.874361038208008,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,17.256624221801758,17.256624221801758,0.0,,'2',0.028540799394249916,0.028540799394249916,0.0,17.256624221801758,17.256624221801758,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,17.374755859375,17.374755859375,0.0,,'3',1.228074073791504,1.228074073791504,0.0,17.374755859375,17.374755859375,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,18.68750762939453,18.68750762939453,0.0,,'1',0.07203420251607895,0.07203420251607895,0.0,18.68750762939453,18.68750762939453,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,18.84086036682129,18.84086036682129,0.0,,'2',0.31596580147743225,0.31596580147743225,0.0,18.84086036682129,18.84086036682129,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,19.25695037841797,19.25695037841797,0.0,,'3',0.01853320002555847,0.01853320002555847,0.0,19.25695037841797,19.25695037841797,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,19.35395622253418,19.35395622253418,0.0,,'1',0.8983469009399414,0.8983469009399414,0.0,19.35395622253418,19.35395622253418,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,20.332921981811523,20.332921981811523,0.0,,'3',0.1298542022705078,0.1298542022705078,0.0,20.332921981811523,20.332921981811523,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,20.541601181030273,20.541601181030273,0.0,,'2',0.183216392993927,0.183216392993927,0.0,20.541601181030273,20.541601181030273,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,20.805103302001953,20.805103302001953,0.0,,'3',0.5989295840263367,0.5989295840263367,0.0,20.805103302001953,20.805103302001953,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,21.51320457458496,21.51320457458496,0.0,,'1',0.11769209802150726,0.11769209802150726,0.0,21.51320457458496,21.51320457458496,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,21.708812713623047,21.708812713623047,0.0,,'2',0.041928499937057495,0.041928499937057495,0.0,21.708812713623047,21.708812713623047,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,21.833173751831055,21.833173751831055,0.0,,'3',0.04626470059156418,0.04626470059156418,0.0,21.833173751831055,21.833173751831055,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_12_1705
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,143.24000260628753
