NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,10.621829986572266,10.621829986572266,0.0,,'1',0.4904249906539917,0.4904249906539917,0.0,10.621829986572266,10.621829986572266,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,11.206253051757812,11.206253051757812,0.0,,'2',0.2954727113246918,0.2954727113246918,0.0,11.206253051757812,11.206253051757812,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,11.622807502746582,11.622807502746582,0.0,,'3',0.2431418001651764,0.2431418001651764,0.0,11.622807502746582,11.622807502746582,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,11.989638328552246,11.989638328552246,0.0,,'1',0.23504279553890228,0.23504279553890228,0.0,11.989638328552246,11.989638328552246,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,12.323071479797363,12.323071479797363,0.0,,'2',0.24284030497074127,0.24284030497074127,0.0,12.323071479797363,12.323071479797363,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,12.67348861694336,12.67348861694336,0.0,,'3',0.286859393119812,0.286859393119812,0.0,12.67348861694336,12.67348861694336,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,13.073613166809082,13.073613166809082,0.0,,'1',0.29054349660873413,0.29054349660873413,0.0,13.073613166809082,13.073613166809082,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,13.473748207092285,13.473748207092285,0.0,,'3',0.07113199681043625,0.07113199681043625,0.0,13.473748207092285,13.473748207092285,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,13.64047908782959,13.64047908782959,0.0,,'2',0.12562969326972961,0.12562969326972961,0.0,13.64047908782959,13.64047908782959,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,13.873963356018066,13.873963356018066,0.0,,'3',0.30236050486564636,0.30236050486564636,0.0,13.873963356018066,13.873963356018066,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,14.29089069366455,14.29089069366455,0.0,,'1',0.013230100274085999,0.013230100274085999,0.0,14.29089069366455,14.29089069366455,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,14.390854835510254,14.390854835510254,0.0,,'2',0.2730594873428345,0.2730594873428345,0.0,14.390854835510254,14.390854835510254,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,14.75839900970459,14.75839900970459,0.0,,'1',0.19453810155391693,0.19453810155391693,0.0,14.75839900970459,14.75839900970459,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1156
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.87636724168726
