Block_file,Condition_rows,NumberLetter,corrAns,Correct,StimFile,Correct_StimFile,False_StimFile,Version,Block,TrialNumber_session,Blocks_TMTControl.thisRepN,Blocks_TMTControl.thisTrialN,Blocks_TMTControl.thisN,Blocks_TMTControl.thisIndex,trials_TMTControl.thisRepN,trials_TMTControl.thisTrialN,trials_TMTControl.thisN,trials_TMTControl.thisIndex,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,polygon_2.started,polygon_2.stopped,Attempts,First_attempt,ResponseClock,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,s,1.4360175999900093,18.626504399988335,None,,,,,,,,,,,,,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,1,['2'],2,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMTstop-control_1_1.png,TMT_Control,1,1,0,0,0,0,0,0,0,0,,,,,18.626504399988335,None,1,1,0.846779500003322,20.243709599992144,None,['2'],1,[0.6604442999960156],20.243709599992144,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,2,['1'],1,TMTstop-control_1_1.png,TMTstop-control_1_1firstgreen.png,TMTstop-control_1_1firstred.png,TMT_Control,1,2,0,0,0,0,0,1,1,1,,,,,,,2,0,1.320700800002669,20.96893099999579,None,"['3', '1']",1,"[0.13511400000425056, 0.386416499997722]",20.96893099999579,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,3,['3'],3,TMTstop-control_1_1linestimulus0.png,TMTstop-control_1_1greenlinestimulus0.png,TMTstop-control_1_1redlinestimulus0.png,TMT_Control,1,3,0,0,0,0,0,2,2,2,,,,,,,1,1,1.686444399994798,21.433843399994657,None,['3'],1,[0.31777860000147484],21.433843399994657,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,4,['1'],1,TMTstop-control_1_1linestimulus1.png,TMTstop-control_1_1greenlinestimulus1.png,TMTstop-control_1_1redlinestimulus1.png,TMT_Control,1,4,0,0,0,0,0,3,3,3,,,,,,,1,1,1.761625400002231,21.809048600000096,None,['1'],1,[0.006303500005742535],21.809048600000096,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,5,['3'],3,TMTstop-control_1_1linestimulus2.png,TMTstop-control_1_1greenlinestimulus2.png,TMTstop-control_1_1redlinestimulus2.png,TMT_Control,1,5,0,0,0,0,0,4,4,4,,,,,,,2,0,2.052512800000841,21.875343499996234,None,"['2', '3']",1,"[0.1919287000055192, 0.22157290000177454]",21.875343499996234,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,6,['1'],1,TMTstop-control_1_1linestimulus3.png,TMTstop-control_1_1greenlinestimulus3.png,TMTstop-control_1_1redlinestimulus3.png,TMT_Control,1,6,0,0,0,0,0,5,5,5,,,,,,,1,1,3.137828199993237,22.166780999992625,None,['1'],1,[1.0257123000046704],22.166780999992625,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,7,['2'],2,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus4.png,TMTstop-control_1_1redlinestimulus4.png,TMT_Control,1,7,0,0,0,0,0,6,6,6,,,,,,,1,1,3.7129606999951648,23.259146399999736,None,['2'],1,[0.5089431999949738],23.259146399999736,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,8,['1'],1,TMTstop-control_1_1linestimulus4.png,TMTstop-control_1_1greenlinestimulus5.png,TMTstop-control_1_1redlinestimulus5.png,TMT_Control,1,8,0,0,0,0,0,7,7,7,,,,,,,1,1,4.370791599998483,23.833756299995002,None,['1'],1,[0.5975451999984216],23.833756299995002,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
TMTstop-Control_1_1.xlsx,0:26,9,['3'],3,TMTstop-control_1_1linestimulus6.png,TMTstop-control_1_1greenlinestimulus6.png,TMTstop-control_1_1redlinestimulus6.png,TMT_Control,1,9,0,0,0,0,0,8,8,8,,,,,,,1,1,4.862954800002626,24.492499799991492,None,['3'],1,[0.43528549998882227],24.492499799991492,None,,001,2022_May_10_1918,TMT_fmri,2021.2.3,61.08694443773229,
