NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,Stim.started,Stim.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,2,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,0,0,0,,,,,6.672061299999768,None,6.672061299999768,None,7.544479500000307,None,2,1,1.1215663000002678,7.544479500000307,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
A,3,TMT-control.jpg,TMT-control.jpg,TMT-control.jpg,0,1,1,1,,,,,,,,,8.711240599999655,None,3,1,0.721923400000378,8.711240599999655,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
2,1,TMT-control_linestimulus0.png,TMT-control_greenlinestimulus0.png,TMT-control_redlinestimulus0.png,0,2,2,2,,,,,,,,,9.494946599999821,None,1,1,1.0717406000003393,9.494946599999821,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
B,2,TMT-control_linestimulus1.png,TMT-control_greenlinestimulus1.png,TMT-control_redlinestimulus1.png,0,3,3,3,,,,,,,,,10.629019099999823,None,3,0,0.9577196999998705,10.629019099999823,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
3,3,TMT-control_linestimulus2.png,TMT-control_greenlinestimulus2.png,TMT-control_redlinestimulus2.png,0,4,4,4,,,,,,,,,11.646012100000007,None,1,0,0.6199525000001813,11.646012100000007,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
C,2,TMT-control_linestimulus3.png,TMT-control_greenlinestimulus3.png,TMT-control_redlinestimulus3.png,0,5,5,5,,,,,,,,,12.329695999999785,None,2,1,0.4089312999994945,12.329695999999785,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
4,1,TMT-control_linestimulus4.png,TMT-control_greenlinestimulus4.png,TMT-control_redlinestimulus4.png,0,6,6,6,,,,,,,,,12.796510299999682,None,3,0,0.19727949999924022,12.796510299999682,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
D,3,TMT-control_linestimulus5.png,TMT-control_greenlinestimulus5.png,TMT-control_redlinestimulus5.png,0,7,7,7,,,,,,,,,13.046561699999984,None,1,0,0.08915729999989708,13.046561699999984,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
5,1,TMT-control_linestimulus6.png,TMT-control_greenlinestimulus6.png,TMT-control_redlinestimulus6.png,0,8,8,8,,,,,,,,,13.196643999999651,None,2,0,0.061856400000579015,13.196643999999651,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
E,2,TMT-control_linestimulus7.png,TMT-control_greenlinestimulus7.png,TMT-control_redlinestimulus7.png,0,9,9,9,,,,,,,,,13.313320799999929,None,3,0,0.0650975999997172,13.313320799999929,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
6,1,TMT-control_linestimulus8.png,TMT-control_greenlinestimulus8.png,TMT-control_redlinestimulus8.png,0,10,10,10,,,,,,,,,13.430097999999816,None,1,1,0.1129932000003464,13.430097999999816,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
F,2,TMT-control_linestimulus9.png,TMT-control_greenlinestimulus9.png,TMT-control_redlinestimulus9.png,0,11,11,11,,,,,,,,,13.596931199999744,None,2,1,0.032719799999540555,13.596931199999744,None,,,,,,,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
,,,,,,,,,,,,,,,,,,,,,,,,13.64684059999945,None,3,0.041947499999878346,13.64684059999945,None,,001,2021_Oct_21_1747,TMTAB,2021.2.3,59.93062430931663,
,,,,,,,,,,,,,13.713524199999483,None,13.713524199999483,None,,,,,,,,,,,,,,,,,,,,
