NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.060276985168457,11.060276985168457,0.0,,'1',1.1513919830322266,1.1513919830322266,0.0,11.060276985168457,11.060276985168457,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,12.289379119873047,12.289379119873047,0.0,,'2',0.6282442212104797,0.6282442212104797,0.0,12.289379119873047,12.289379119873047,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,13.005182266235352,13.005182266235352,0.0,,'3',0.018364399671554565,0.018364399671554565,0.0,13.005182266235352,13.005182266235352,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,13.10956859588623,13.10956859588623,0.0,,'1',0.07354599982500076,0.07354599982500076,0.0,13.10956859588623,13.10956859588623,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.269073486328125,13.269073486328125,0.0,,'2',0.43807080388069153,0.43807080388069153,0.0,13.269073486328125,13.269073486328125,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,13.810569763183594,13.810569763183594,0.0,,'3',0.5342665910720825,0.5342665910720825,0.0,13.810569763183594,13.810569763183594,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,14.41451644897461,14.41451644897461,0.0,,'1',0.15242280066013336,0.15242280066013336,0.0,14.41451644897461,14.41451644897461,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.643941879272461,14.643941879272461,0.0,,'3',0.20310649275779724,0.20310649275779724,0.0,14.643941879272461,14.643941879272461,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.921272277832031,14.921272277832031,0.0,,'2',0.9947785139083862,0.9947785139083862,0.0,14.921272277832031,14.921272277832031,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,15.997797012329102,15.997797012329102,0.0,,'3',0.2754344940185547,0.2754344940185547,0.0,15.997797012329102,15.997797012329102,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,16.345335006713867,16.345335006713867,0.0,,'1',0.10023690015077591,0.10023690015077591,0.0,16.345335006713867,16.345335006713867,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,16.52562713623047,16.52562713623047,0.0,,'2',0.06677579879760742,0.06677579879760742,0.0,16.52562713623047,16.52562713623047,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,16.66472053527832,16.66472053527832,0.0,,,,,,16.66472053527832,16.66472053527832,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_12_1713
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,144.01647579805987
