NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,restartpractice.thisRepN,restartpractice.thisTrialN,restartpractice.thisN,restartpractice.thisIndex,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,Instruct.started,Instruct.stopped,text_2.started,text_2.stopped,polygon.started,polygon.stopped,Stim_practice.started,Stim_practice.stopped,key_resp_practice.keys,key_resp_practice.rt,key_resp_practice.started,key_resp_practice.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,0,0,0,0,0,0,0,0,6.125655800000459,None,6.125655800000459,None,6.743664700001318,None,9.847403400000985,None,1,0.5273113999992347,9.847403400000985,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,0,0,0,0,0,1,1,1,,,,,,,10.465288600000349,None,2,0.012357100000372157,10.465288600000349,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,0,0,0,0,0,2,2,2,,,,,,,10.565353200001482,None,3,0.006939700000657467,10.565353200001482,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,0,0,0,0,0,3,3,3,,,,,,,10.66509330000008,None,1,0.05385719999867433,10.66509330000008,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,0,0,0,0,0,4,4,4,,,,,,,10.8150497000006,None,2,3.6625901000006706,10.8150497000006,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,0,0,0,0,0,5,5,5,,,,,,,14.600248000000647,None,3,0.26624960000117426,14.600248000000647,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,0,0,0,0,0,6,6,6,,,,,,,14.95029810000051,None,1,0.055406999999831896,14.95029810000051,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,0,0,0,0,0,7,7,7,,,,,,,15.08412110000063,None,3,0.09266310000020894,15.08412110000063,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,0,0,0,0,0,8,8,8,,,,,,,15.25065259999974,None,2,3.5210065999999642,15.25065259999974,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,0,0,0,0,0,9,9,9,,,,,,,18.868939600000886,None,3,3.1808783000014955,18.868939600000886,None,,001,2021_Nov_16_1846,TMTAB,2021.2.3,59.66309443831086,
