NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.344714164733887,11.344714164733887,0.0,,'1',0.48368579149246216,0.48368579149246216,0.0,11.344714164733887,11.344714164733887,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,11.912294387817383,11.912294387817383,0.0,,'2',0.04387430101633072,0.04387430101633072,0.0,11.912294387817383,11.912294387817383,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,12.04572582244873,12.04572582244873,0.0,,'3',0.00699360016733408,0.00699360016733408,0.0,12.04572582244873,12.04572582244873,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,12.145806312561035,12.145806312561035,0.0,,'1',0.05614589899778366,0.05614589899778366,0.0,12.145806312561035,12.145806312561035,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,12.296233177185059,12.296233177185059,0.0,,'2',0.0023731000255793333,0.0023731000255793333,0.0,12.296233177185059,12.296233177185059,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,12.37926197052002,12.37926197052002,0.0,,'3',0.2851988971233368,0.2851988971233368,0.0,12.37926197052002,12.37926197052002,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,12.779271125793457,12.779271125793457,0.0,,'1',0.014558199793100357,0.014558199793100357,0.0,12.779271125793457,12.779271125793457,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,12.887778282165527,12.887778282165527,0.0,,'3',0.08415620028972626,0.08415620028972626,0.0,12.887778282165527,12.887778282165527,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,13.062738418579102,13.062738418579102,0.0,,'2',0.08284220099449158,0.08284220099449158,0.0,13.062738418579102,13.062738418579102,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,13.262894630432129,13.262894630432129,0.0,,'3',0.25850430130958557,0.25850430130958557,0.0,13.262894630432129,13.262894630432129,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,13.646425247192383,13.646425247192383,0.0,,'1',0.2803252935409546,0.2803252935409546,0.0,13.646425247192383,13.646425247192383,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,14.013191223144531,14.013191223144531,0.0,,'2',0.28176918625831604,0.28176918625831604,0.0,14.013191223144531,14.013191223144531,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,14.380248069763184,14.380248069763184,0.0,,'2',0.19882090389728546,0.19882090389728546,0.0,14.380248069763184,14.380248069763184,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1452
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,60.100451890552684
