NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,12.207758903503418,12.207758903503418,0.0,,'1',0.7150171995162964,0.7150171995162964,0.0,12.207758903503418,12.207758903503418,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,12.994688987731934,12.994688987731934,0.0,,'2',0.2752416133880615,0.2752416133880615,0.0,12.994688987731934,12.994688987731934,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,13.392231941223145,13.392231941223145,0.0,,'3',0.2587321102619171,0.2587321102619171,0.0,13.392231941223145,13.392231941223145,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,13.775748252868652,13.775748252868652,0.0,,'1',0.003575500100851059,0.003575500100851059,0.0,13.775748252868652,13.775748252868652,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.875905990600586,13.875905990600586,0.0,,'2',0.00760939996689558,0.00760939996689558,0.0,13.875905990600586,13.875905990600586,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,13.975955963134766,13.975955963134766,0.0,,'3',0.3265222907066345,0.3265222907066345,0.0,13.975955963134766,13.975955963134766,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,14.426365852355957,14.426365852355957,0.0,,'1',0.021564599126577377,0.021564599126577377,0.0,14.426365852355957,14.426365852355957,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.542851448059082,14.542851448059082,0.0,,'3',0.08138039708137512,0.08138039708137512,0.0,14.542851448059082,14.542851448059082,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.70963191986084,14.70963191986084,0.0,,'2',0.09235460311174393,0.09235460311174393,0.0,14.70963191986084,14.70963191986084,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,14.926308631896973,14.926308631896973,0.0,,'3',0.2766872048377991,0.2766872048377991,0.0,14.926308631896973,14.926308631896973,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,15.326556205749512,15.326556205749512,0.0,,'1',0.2724319100379944,0.2724319100379944,0.0,15.326556205749512,15.326556205749512,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,15.71007251739502,15.71007251739502,0.0,,'2',0.26279309391975403,0.26279309391975403,0.0,15.71007251739502,15.71007251739502,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,16.079050064086914,16.079050064086914,0.0,,'3',0.29704388976097107,0.29704388976097107,0.0,16.079050064086914,16.079050064086914,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1505
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.931737761157514
