NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.492694854736328,11.492694854736328,0.0,,'1',1.1719520092010498,1.1719520092010498,0.0,11.492694854736328,11.492694854736328,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,12.743764877319336,12.743764877319336,0.0,,'2',0.15636050701141357,0.15636050701141357,0.0,12.743764877319336,12.743764877319336,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,12.994044303894043,12.994044303894043,0.0,,'3',0.35107341408729553,0.35107341408729553,0.0,12.994044303894043,12.994044303894043,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,13.427618026733398,13.427618026733398,0.0,,'1',0.10880179703235626,0.10880179703235626,0.0,13.427618026733398,13.427618026733398,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.627678871154785,13.627678871154785,0.0,,'2',0.04460500180721283,0.04460500180721283,0.0,13.627678871154785,13.627678871154785,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,13.761248588562012,13.761248588562012,0.0,,'3',0.0398159995675087,0.0398159995675087,0.0,13.761248588562012,13.761248588562012,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,13.89442253112793,13.89442253112793,0.0,,'1',0.43821078538894653,0.43821078538894653,0.0,13.89442253112793,13.89442253112793,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.428147315979004,14.428147315979004,0.0,,'3',0.10639490187168121,0.10639490187168121,0.0,14.428147315979004,14.428147315979004,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.628219604492188,14.628219604492188,0.0,,'2',0.20552299916744232,0.20552299916744232,0.0,14.628219604492188,14.628219604492188,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,14.92823314666748,14.92823314666748,0.0,,'3',0.05723109841346741,0.05723109841346741,0.0,14.92823314666748,14.92823314666748,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,15.078329086303711,15.078329086303711,0.0,,'1',0.09537159651517868,0.09537159651517868,0.0,15.078329086303711,15.078329086303711,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,15.262072563171387,15.262072563171387,0.0,,'2',0.002167500089854002,0.002167500089854002,0.0,15.262072563171387,15.262072563171387,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,15.345069885253906,15.345069885253906,0.0,,'1',0.2134488970041275,0.2134488970041275,0.0,15.345069885253906,15.345069885253906,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1135
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,60.027108224871476
