NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.000569343566895,11.000569343566895,0.0,,'1',1.5396907329559326,1.5396907329559326,0.0,11.000569343566895,11.000569343566895,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,12.635235786437988,12.635235786437988,0.0,,'2',0.012996300123631954,0.012996300123631954,0.0,12.635235786437988,12.635235786437988,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,12.73514175415039,12.73514175415039,0.0,,'3',0.28004568815231323,0.28004568815231323,0.0,12.73514175415039,12.73514175415039,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,13.102170944213867,13.102170944213867,0.0,,'1',0.029016299173235893,0.029016299173235893,0.0,13.102170944213867,13.102170944213867,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.218643188476562,13.218643188476562,0.0,,'2',0.24776460230350494,0.24776460230350494,0.0,13.218643188476562,13.218643188476562,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,13.56904125213623,13.56904125213623,0.0,,'3',0.3327946066856384,0.3327946066856384,0.0,13.56904125213623,13.56904125213623,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,14.002302169799805,14.002302169799805,0.0,,'1',0.05281820148229599,0.05281820148229599,0.0,14.002302169799805,14.002302169799805,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.152496337890625,14.152496337890625,0.0,,'3',0.07887870073318481,0.07887870073318481,0.0,14.152496337890625,14.152496337890625,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.319463729858398,14.319463729858398,0.0,,'2',0.09943229705095291,0.09943229705095291,0.0,14.319463729858398,14.319463729858398,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,14.502616882324219,14.502616882324219,0.0,,'3',0.03527570143342018,0.03527570143342018,0.0,14.502616882324219,14.502616882324219,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,14.635923385620117,14.635923385620117,0.0,,'1',0.04287860170006752,0.04287860170006752,0.0,14.635923385620117,14.635923385620117,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,14.771434783935547,14.771434783935547,0.0,,'2',0.5939074754714966,0.5939074754714966,0.0,14.771434783935547,14.771434783935547,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,15.486279487609863,15.486279487609863,0.0,,'2',0.5549792051315308,0.5549792051315308,0.0,15.486279487609863,15.486279487609863,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1508
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.861492455473574
