NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,12.081306457519531,12.081306457519531,0.0,,'1',1.0639047622680664,1.0639047622680664,0.0,12.081306457519531,12.081306457519531,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,13.249030113220215,13.249030113220215,0.0,,'2',0.3403097987174988,0.3403097987174988,0.0,13.249030113220215,13.249030113220215,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,13.6992826461792,13.6992826461792,0.0,,'3',0.3249472975730896,0.3249472975730896,0.0,13.6992826461792,13.6992826461792,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,14.149380683898926,14.149380683898926,0.0,,'1',0.0049866000190377235,0.0049866000190377235,0.0,14.149380683898926,14.149380683898926,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,14.24949836730957,14.24949836730957,0.0,,'2',0.24307380616664886,0.24307380616664886,0.0,14.24949836730957,14.24949836730957,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,14.599496841430664,14.599496841430664,0.0,,'3',0.24675939977169037,0.24675939977169037,0.0,14.599496841430664,14.599496841430664,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,14.9498291015625,14.9498291015625,0.0,,'1',0.024628600105643272,0.024628600105643272,0.0,14.9498291015625,14.9498291015625,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,15.066536903381348,15.066536903381348,0.0,,'3',0.06486669927835464,0.06486669927835464,0.0,15.066536903381348,15.066536903381348,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,15.216720581054688,15.216720581054688,0.0,,'2',0.08835399895906448,0.08835399895906448,0.0,15.216720581054688,15.216720581054688,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,15.400004386901855,15.400004386901855,0.0,,'3',0.01629200018942356,0.01629200018942356,0.0,15.400004386901855,15.400004386901855,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,15.500113487243652,15.500113487243652,0.0,,'1',0.039731599390506744,0.039731599390506744,0.0,15.500113487243652,15.500113487243652,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,15.633448600769043,15.633448600769043,0.0,,'2',0.2481383979320526,0.2481383979320526,0.0,15.633448600769043,15.633448600769043,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,16.00037956237793,16.00037956237793,0.0,,'3',0.2655772864818573,0.2655772864818573,0.0,16.00037956237793,16.00037956237793,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1107
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,60.248331556165866
