NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,13.77070140838623,13.77070140838623,0.0,,'1',0.8499290943145752,0.8499290943145752,0.0,13.77070140838623,13.77070140838623,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,14.705302238464355,14.705302238464355,0.0,,'2',0.05643580108880997,0.05643580108880997,0.0,14.705302238464355,14.705302238464355,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,14.854880332946777,14.854880332946777,0.0,,'3',0.28320589661598206,0.28320589661598206,0.0,14.854880332946777,14.854880332946777,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,15.255388259887695,15.255388259887695,0.0,,'1',0.03207920119166374,0.03207920119166374,0.0,15.255388259887695,15.255388259887695,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,15.371554374694824,15.371554374694824,0.0,,'2',0.2639737129211426,0.2639737129211426,0.0,15.371554374694824,15.371554374694824,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,15.721837043762207,15.721837043762207,0.0,,'3',0.03450459986925125,0.03450459986925125,0.0,15.721837043762207,15.721837043762207,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,15.838953971862793,15.838953971862793,0.0,,'1',0.04932349920272827,0.04932349920272827,0.0,15.838953971862793,15.838953971862793,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,15.971906661987305,15.971906661987305,0.0,,'3',0.09366519749164581,0.09366519749164581,0.0,15.971906661987305,15.971906661987305,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,16.1553897857666,16.1553897857666,0.0,,'2',0.10854359716176987,0.10854359716176987,0.0,16.1553897857666,16.1553897857666,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,16.372133255004883,16.372133255004883,0.0,,'3',0.00845159962773323,0.00845159962773323,0.0,16.372133255004883,16.372133255004883,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,16.47216796875,16.47216796875,0.0,,'1',0.04191190004348755,0.04191190004348755,0.0,16.47216796875,16.47216796875,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,16.605628967285156,16.605628967285156,0.0,,'2',0.27591410279273987,0.27591410279273987,0.0,16.605628967285156,16.605628967285156,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,16.989078521728516,16.989078521728516,0.0,,'3',0.15401889383792877,0.15401889383792877,0.0,16.989078521728516,16.989078521728516,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1443
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,60.00614466203036
