NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,20.41655921936035,20.41655921936035,0.0,,'1',6.314754486083984,6.314754486083984,0.0,20.41655921936035,20.41655921936035,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,26.840055465698242,26.840055465698242,0.0,,'2',0.7223696708679199,0.7223696708679199,0.0,26.840055465698242,26.840055465698242,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,27.65349006652832,27.65349006652832,0.0,,'3',0.3119108974933624,0.3119108974933624,0.0,27.65349006652832,27.65349006652832,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,28.064041137695312,28.064041137695312,0.0,,'1',0.07012700289487839,0.07012700289487839,0.0,28.064041137695312,28.064041137695312,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,28.250974655151367,28.250974655151367,0.0,,'2',0.02140440046787262,0.02140440046787262,0.0,28.250974655151367,28.250974655151367,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,28.37626075744629,28.37626075744629,0.0,,'3',2.005795955657959,2.005795955657959,0.0,28.37626075744629,28.37626075744629,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,30.48047637939453,30.48047637939453,0.0,,'1',1.3238492012023926,1.3238492012023926,0.0,30.48047637939453,30.48047637939453,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,31.92540740966797,31.92540740966797,0.0,,'3',1.1515705585479736,1.1515705585479736,0.0,31.92540740966797,31.92540740966797,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,33.181461334228516,33.181461334228516,0.0,,'2',0.6025336980819702,0.6025336980819702,0.0,33.181461334228516,33.181461334228516,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,33.86943435668945,33.86943435668945,0.0,,'3',0.5862411856651306,0.5862411856651306,0.0,33.86943435668945,33.86943435668945,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,34.53456115722656,34.53456115722656,0.0,,'1',1.4427685737609863,1.4427685737609863,0.0,34.53456115722656,34.53456115722656,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,36.110904693603516,36.110904693603516,0.0,,'2',2.3251919746398926,2.3251919746398926,0.0,36.110904693603516,36.110904693603516,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,38.52072525024414,38.52072525024414,0.0,,,,,,38.52072525024414,38.52072525024414,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_12_1148
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,143.42490022693565
