NumberLetter,corrAns,StimFile,Correct_StimFile,False_StimFile,DurationTrial,n,Stim_practice.started_mean,Stim_practice.started_raw,Stim_practice.started_std,Stim_practice.stopped_raw,key_resp_practice.keys_raw,key_resp_practice.rt_mean,key_resp_practice.rt_raw,key_resp_practice.rt_std,key_resp_practice.started_mean,key_resp_practice.started_raw,key_resp_practice.started_std,key_resp_practice.stopped_raw,order
1,['1'],TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,TMTstop-A_1_practice.png,10,1.0,11.692773818969727,11.692773818969727,0.0,,'1',1.220115065574646,1.220115065574646,0.0,11.692773818969727,11.692773818969727,0.0,,0.0
2,['2'],TMTstop-A_1_practice.png,TMTstop-A_1_practicefirstgreen.png,TMTstop-A_1_practicefirstred.png,10,1.0,13.010544776916504,13.010544776916504,0.0,,'2',0.3642754852771759,0.3642754852771759,0.0,13.010544776916504,13.010544776916504,0.0,,1.0
3,['3'],TMTstop-A_1_practicelinestimulus0.png,TMTstop-A_1_practicegreenlinestimulus0.png,TMTstop-A_1_practiceredlinestimulus0.png,10,1.0,13.493887901306152,13.493887901306152,0.0,,'3',0.04147680103778839,0.04147680103778839,0.0,13.493887901306152,13.493887901306152,0.0,,2.0
4,['1'],TMTstop-A_1_practicelinestimulus1.png,TMTstop-A_1_practicegreenlinestimulus1.png,TMTstop-A_1_practiceredlinestimulus1.png,10,1.0,13.627619743347168,13.627619743347168,0.0,,'1',0.15881849825382233,0.15881849825382233,0.0,13.627619743347168,13.627619743347168,0.0,,3.0
5,['2'],TMTstop-A_1_practicelinestimulus2.png,TMTstop-A_1_practicegreenlinestimulus2.png,TMTstop-A_1_practiceredlinestimulus2.png,10,1.0,13.877446174621582,13.877446174621582,0.0,,'2',0.27135229110717773,0.27135229110717773,0.0,13.877446174621582,13.877446174621582,0.0,,4.0
6,['3'],TMTstop-A_1_practicelinestimulus3.png,TMTstop-A_1_practicegreenlinestimulus3.png,TMTstop-A_1_practiceredlinestimulus3.png,10,1.0,14.261134147644043,14.261134147644043,0.0,,'3',0.3176409900188446,0.3176409900188446,0.0,14.261134147644043,14.261134147644043,0.0,,5.0
7,['1'],TMTstop-A_1_practicelinestimulus4.png,TMTstop-A_1_practicegreenlinestimulus4.png,TMTstop-A_1_practiceredlinestimulus4.png,10,1.0,14.678173065185547,14.678173065185547,0.0,,'1',0.02995629981160164,0.02995629981160164,0.0,14.678173065185547,14.678173065185547,0.0,,6.0
8,['3'],TMTstop-A_1_practicelinestimulus5.png,TMTstop-A_1_practicegreenlinestimulus5.png,TMTstop-A_1_practiceredlinestimulus5.png,10,1.0,14.794631958007812,14.794631958007812,0.0,,'3',0.06759890168905258,0.06759890168905258,0.0,14.794631958007812,14.794631958007812,0.0,,7.0
9,['2'],TMTstop-A_1_practicelinestimulus6.png,TMTstop-A_1_practicegreenlinestimulus6.png,TMTstop-A_1_practiceredlinestimulus6.png,10,1.0,14.944562911987305,14.944562911987305,0.0,,'2',0.12026140093803406,0.12026140093803406,0.0,14.944562911987305,14.944562911987305,0.0,,8.0
10,['3'],TMTstop-A_1_practicelinestimulus7.png,TMTstop-A_1_practicegreenlinestimulus7.png,TMTstop-A_1_practiceredlinestimulus7.png,10,1.0,15.178131103515625,15.178131103515625,0.0,,'3',0.28391361236572266,0.28391361236572266,0.0,15.178131103515625,15.178131103515625,0.0,,9.0
11,['1'],TMTstop-A_1_practicelinestimulus8.png,TMTstop-A_1_practicegreenlinestimulus8.png,TMTstop-A_1_practiceredlinestimulus8.png,10,1.0,15.561588287353516,15.561588287353516,0.0,,'1',0.014291699975728989,0.014291699975728989,0.0,15.561588287353516,15.561588287353516,0.0,,10.0
12,['2'],TMTstop-A_1_practicelinestimulus9.png,TMTstop-A_1_practicegreenlinestimulus9.png,TMTstop-A_1_practiceredlinestimulus9.png,10,1.0,15.661766052246094,15.661766052246094,0.0,,'2',0.31096360087394714,0.31096360087394714,0.0,15.661766052246094,15.661766052246094,0.0,,11.0
None,None,TMTstop-A_1_practicelinestimulus10.png,TMTstop-A_1_practicegreenlinestimulus10.png,TMTstop-A_1_practiceredlinestimulus10.png,None,1.0,16.09519386291504,16.09519386291504,0.0,,'2',0.20094190537929535,0.20094190537929535,0.0,16.09519386291504,16.09519386291504,0.0,,12.0

extraInfo
participant,
session,001
date,2022_Jan_24_1516
expName,TMTAstop-A
psychopyVersion,2021.2.3
frameRate,59.919923018984306
